CLID	CLID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
CLID	CLID	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043
80853	JHDM1D|80853	0.321980232	0.321980232	0.321980232	0.321980232	0.140075831	0.140075831	0.140075831	0.140075831	0.321980232	0.321980232	0.321980232	0.321980232
80896	NPL|80896	0.403551182	0.403551182	0.403551182	0.403551182	0.403551182	0.403551182	0.403551182	0.403551182	0.143676475	0.143676475	0.143676475	0.143676475
81030	ZBP1|81030	-0.31167088	-0.31167088	-0.31167088	-0.31167088	-0.939756467	-0.939756467	-0.939756467	-0.939756467	-0.939756467	-0.939756467	-0.939756467	-0.939756467
81552	VOPP1|81552	0.410665536	0.410665536	0.410665536	0.410665536	0.163716931	0.163716931	0.163716931	0.163716931	0.410665536	0.410665536	0.410665536	0.410665536
81553	FAM49A|81553	-0.747733958	-0.747733958	-0.747733958	-0.747733958	-1.080145218	-1.080145218	-1.080145218	-1.080145218	-0.747733958	-0.747733958	-0.747733958	-0.747733958
81558	FAM117A|81558	0.154320428	0.154320428	0.154320428	0.154320428	0.154320428	0.154320428	0.154320428	0.154320428	-0.042985156	-0.042985156	-0.042985156	-0.042985156
81607	PVRL4|81607	-1.088574681	-1.088574681	-1.088574681	-1.088574681	-0.61634814	-0.61634814	-0.61634814	-0.61634814	-1.088574681	-1.088574681	-1.088574681	-1.088574681
81704	DOCK8|81704	0.75806965	0.75806965	0.75806965	0.75806965	0.36083898	0.36083898	0.36083898	0.36083898	0.36083898	0.36083898	0.36083898	0.36083898
81788	NUAK2|81788	-0.309559803	-0.309559803	-0.309559803	-0.309559803	-0.309559803	-0.309559803	-0.309559803	-0.309559803	-0.678312718	-0.678312718	-0.678312718	-0.678312718
81793	TLR10|81793	-0.553663852	-0.553663852	-0.553663852	-0.553663852	-1.159837225	-1.159837225	-1.159837225	-1.159837225	-1.159837225	-1.159837225	-1.159837225	-1.159837225
81848	SPRY4|81848	1.238475229	1.238475229	1.238475229	1.238475229	1.238475229	1.238475229	1.238475229	1.238475229	1.683254875	1.683254875	1.683254875	1.683254875
81894	SLC25A28|81894	0.330895794	0.330895794	0.330895794	0.330895794	0.330895794	0.330895794	0.330895794	0.330895794	0.14577718	0.14577718	0.14577718	0.14577718
83416	FCRL5|83416	-0.088008651	-0.088008651	-0.088008651	-0.088008651	-0.925760558	-0.925760558	-0.925760558	-0.925760558	-0.925760558	-0.925760558	-0.925760558	-0.925760558
83481	EPPK1|83481	-1.299004468	-1.299004468	-1.299004468	-1.299004468	-0.855698621	-0.855698621	-0.855698621	-0.855698621	-1.299004468	-1.299004468	-1.299004468	-1.299004468
83593	RASSF5|83593	0.591077611	0.591077611	0.591077611	0.591077611	0.239470875	0.239470875	0.239470875	0.239470875	0.239470875	0.239470875	0.239470875	0.239470875
83604	TMEM47|83604	-0.231810796	-0.231810796	-0.231810796	-0.231810796	-0.231810796	-0.231810796	-0.231810796	-0.231810796	0.299286247	0.299286247	0.299286247	0.299286247
83758	RBP5|83758	-0.794490618	-0.794490618	-0.794490618	-0.794490618	-1.222564	-1.222564	-1.222564	-1.222564	-0.794490618	-0.794490618	-0.794490618	-0.794490618
83882	TSPAN10|83882	0.431791626	0.431791626	0.431791626	0.431791626	0.431791626	0.431791626	0.431791626	0.431791626	-0.439813052	-0.439813052	-0.439813052	-0.439813052
83886	PRSS27|83886	-0.835549948	-0.835549948	-0.835549948	-0.835549948	-0.50078927	-0.50078927	-0.50078927	-0.50078927	-0.835549948	-0.835549948	-0.835549948	-0.835549948
83937	RASSF4|83937	0.472526969	0.472526969	0.472526969	0.472526969	0.20995723	0.20995723	0.20995723	0.20995723	0.472526969	0.472526969	0.472526969	0.472526969
84000	TMPRSS13|84000	-0.839846463	-0.839846463	-0.839846463	-0.839846463	-0.839846463	-0.839846463	-0.839846463	-0.839846463	-1.779622405	-1.779622405	-1.779622405	-1.779622405
84002	B3GNT5|84002	-0.132803092	-0.132803092	-0.132803092	-0.132803092	-0.132803092	-0.132803092	-0.132803092	-0.132803092	0.369583638	0.369583638	0.369583638	0.369583638
84062	DTNBP1|84062	0.470763818	0.470763818	0.470763818	0.470763818	0.470763818	0.470763818	0.470763818	0.470763818	0.300905357	0.300905357	0.300905357	0.300905357
84166	NLRC5|84166	0.891685478	0.891685478	0.891685478	0.891685478	0.566974282	0.566974282	0.566974282	0.566974282	0.566974282	0.566974282	0.566974282	0.566974282
84172	POLR1B|84172	0.727363031	0.727363031	0.727363031	0.727363031	0.727363031	0.727363031	0.727363031	0.727363031	0.943180866	0.943180866	0.943180866	0.943180866
84174	SLA2|84174	-0.096680075	-0.096680075	-0.096680075	-0.096680075	-0.68509481	-0.68509481	-0.68509481	-0.68509481	-0.68509481	-0.68509481	-0.68509481	-0.68509481
84189	SLITRK6|84189	-1.050437487	-1.050437487	-1.050437487	-1.050437487	-1.050437487	-1.050437487	-1.050437487	-1.050437487	-0.326450228	-0.326450228	-0.326450228	-0.326450228
84239	ATP13A4|84239	-1.919565439	-1.919565439	-1.919565439	-1.919565439	-1.493605374	-1.493605374	-1.493605374	-1.493605374	-1.919565439	-1.919565439	-1.919565439	-1.919565439
84283	TMEM79|84283	0.061616409	0.061616409	0.061616409	0.061616409	0.264524395	0.264524395	0.264524395	0.264524395	0.061616409	0.061616409	0.061616409	0.061616409
84290	CAPNS2|84290	-1.780282643	-1.780282643	-1.780282643	-1.780282643	-1.163540942	-1.163540942	-1.163540942	-1.163540942	-1.780282643	-1.780282643	-1.780282643	-1.780282643
84300	C6orf125|84300	0.726349005	0.726349005	0.726349005	0.726349005	0.853957853	0.853957853	0.853957853	0.853957853	0.726349005	0.726349005	0.726349005	0.726349005
84303	CHCHD6|84303	0.457879947	0.457879947	0.457879947	0.457879947	0.457879947	0.457879947	0.457879947	0.457879947	0.13640044	0.13640044	0.13640044	0.13640044
84329	HVCN1|84329	-0.116821485	-0.116821485	-0.116821485	-0.116821485	-0.409254296	-0.409254296	-0.409254296	-0.409254296	-0.116821485	-0.116821485	-0.116821485	-0.116821485
84433	CARD11|84433	0.233322951	0.233322951	0.233322951	0.233322951	-0.340210358	-0.340210358	-0.340210358	-0.340210358	-0.340210358	-0.340210358	-0.340210358	-0.340210358
84437	KIAA1826|84437	0.306054829	0.306054829	0.306054829	0.306054829	0.306054829	0.306054829	0.306054829	0.306054829	0.545252748	0.545252748	0.545252748	0.545252748
84518	CNFN|84518	-0.884681946	-0.884681946	-0.884681946	-0.884681946	-0.265590116	-0.265590116	-0.265590116	-0.265590116	-0.884681946	-0.884681946	-0.884681946	-0.884681946
84519	ACRBP|84519	-0.997946212	-0.997946212	-0.997946212	-0.997946212	-1.285444974	-1.285444974	-1.285444974	-1.285444974	-0.997946212	-0.997946212	-0.997946212	-0.997946212
84541	KBTBD8|84541	-0.735856015	-0.735856015	-0.735856015	-0.735856015	-1.013404465	-1.013404465	-1.013404465	-1.013404465	-0.735856015	-0.735856015	-0.735856015	-0.735856015
84552	PARD6G|84552	0.285413542	0.285413542	0.285413542	0.285413542	0.478425831	0.478425831	0.478425831	0.478425831	0.285413542	0.285413542	0.285413542	0.285413542
84636	GPR174|84636	-0.794810916	-0.794810916	-0.794810916	-0.794810916	-1.390619239	-1.390619239	-1.390619239	-1.390619239	-1.390619239	-1.390619239	-1.390619239	-1.390619239
84676	TRIM63|84676	0.277574212	0.277574212	0.277574212	0.277574212	0.277574212	0.277574212	0.277574212	0.277574212	-0.86941012	-0.86941012	-0.86941012	-0.86941012
84679	SLC9A7|84679	-0.856833183	-0.856833183	-0.856833183	-0.856833183	-1.285723778	-1.285723778	-1.285723778	-1.285723778	-0.856833183	-0.856833183	-0.856833183	-0.856833183
84695	LOXL3|84695	0.480633133	0.480633133	0.480633133	0.480633133	0.480633133	0.480633133	0.480633133	0.480633133	1.178684455	1.178684455	1.178684455	1.178684455
84734	FAM167B|84734	0.400014024	0.400014024	0.400014024	0.400014024	0.400014024	0.400014024	0.400014024	0.400014024	-0.156813868	-0.156813868	-0.156813868	-0.156813868
84830	C6orf105|84830	-1.118789226	-1.118789226	-1.118789226	-1.118789226	-1.118789226	-1.118789226	-1.118789226	-1.118789226	-1.589206555	-1.589206555	-1.589206555	-1.589206555
84868	HAVCR2|84868	0.482980567	0.482980567	0.482980567	0.482980567	0.104539068	0.104539068	0.104539068	0.104539068	0.104539068	0.104539068	0.104539068	0.104539068
84910	TMEM87B|84910	0.521765286	0.521765286	0.521765286	0.521765286	0.361597391	0.361597391	0.361597391	0.361597391	0.521765286	0.521765286	0.521765286	0.521765286
84925	DIRC2|84925	0.161070625	0.161070625	0.161070625	0.161070625	0.289369646	0.289369646	0.289369646	0.289369646	0.161070625	0.161070625	0.161070625	0.161070625
84941	HSH2D|84941	-0.16295999	-0.16295999	-0.16295999	-0.16295999	-0.746352619	-0.746352619	-0.746352619	-0.746352619	-0.746352619	-0.746352619	-0.746352619	-0.746352619
84951	TNS4|84951	-1.302769902	-1.302769902	-1.302769902	-1.302769902	-1.302769902	-1.302769902	-1.302769902	-1.302769902	-2.031373015	-2.031373015	-2.031373015	-2.031373015
84958	SYTL1|84958	-0.465468443	-0.465468443	-0.465468443	-0.465468443	-0.465468443	-0.465468443	-0.465468443	-0.465468443	-1.014899315	-1.014899315	-1.014899315	-1.014899315
84968	PNMA6A|84968	-0.212876633	-0.212876633	-0.212876633	-0.212876633	0.222718153	0.222718153	0.222718153	0.222718153	-0.212876633	-0.212876633	-0.212876633	-0.212876633
84969	TOX2|84969	-0.478864109	-0.478864109	-0.478864109	-0.478864109	-0.80962244	-0.80962244	-0.80962244	-0.80962244	-0.478864109	-0.478864109	-0.478864109	-0.478864109
85001	MGC16275|85001	-0.282927114	-0.282927114	-0.282927114	-0.282927114	-0.282927114	-0.282927114	-0.282927114	-0.282927114	-0.615885496	-0.615885496	-0.615885496	-0.615885496
85458	DIXDC1|85458	0.163705745	0.163705745	0.163705745	0.163705745	0.163705745	0.163705745	0.163705745	0.163705745	0.448753202	0.448753202	0.448753202	0.448753202
85479	DNAJC5B|85479	-0.82761964	-0.82761964	-0.82761964	-0.82761964	-1.357890556	-1.357890556	-1.357890556	-1.357890556	-1.357890556	-1.357890556	-1.357890556	-1.357890556
89790	SIGLEC10|89790	0.226841781	0.226841781	0.226841781	0.226841781	-0.293070963	-0.293070963	-0.293070963	-0.293070963	-0.293070963	-0.293070963	-0.293070963	-0.293070963
89846	FGD3|89846	0.240992088	0.240992088	0.240992088	0.240992088	-0.12855819	-0.12855819	-0.12855819	-0.12855819	-0.12855819	-0.12855819	-0.12855819	-0.12855819
90060	CCDC120|90060	-0.0047586	-0.0047586	-0.0047586	-0.0047586	0.15062306	0.15062306	0.15062306	0.15062306	-0.0047586	-0.0047586	-0.0047586	-0.0047586
90161	HS6ST2|90161	-1.204821277	-1.204821277	-1.204821277	-1.204821277	-1.204821277	-1.204821277	-1.204821277	-1.204821277	-0.491061204	-0.491061204	-0.491061204	-0.491061204
90273	CEACAM21|90273	-0.707135265	-0.707135265	-0.707135265	-0.707135265	-1.094011034	-1.094011034	-1.094011034	-1.094011034	-1.094011034	-1.094011034	-1.094011034	-1.094011034
90522	YIF1B|90522	0.746734403	0.746734403	0.746734403	0.746734403	0.880651256	0.880651256	0.880651256	0.880651256	0.746734403	0.746734403	0.746734403	0.746734403
90527	DUOXA1|90527	-1.64472239	-1.64472239	-1.64472239	-1.64472239	-1.039462252	-1.039462252	-1.039462252	-1.039462252	-1.64472239	-1.64472239	-1.64472239	-1.64472239
90627	STARD13|90627	0.412446795	0.412446795	0.412446795	0.412446795	0.412446795	0.412446795	0.412446795	0.412446795	0.706049473	0.706049473	0.706049473	0.706049473
90809	TMEM55B|90809	0.523243408	0.523243408	0.523243408	0.523243408	0.523243408	0.523243408	0.523243408	0.523243408	0.394696986	0.394696986	0.394696986	0.394696986
91056	DKFZp761E198|91056	0.61103687	0.61103687	0.61103687	0.61103687	0.61103687	0.61103687	0.61103687	0.61103687	0.389389704	0.389389704	0.389389704	0.389389704
91373	UAP1L1|91373	0.686214815	0.686214815	0.686214815	0.686214815	0.856100436	0.856100436	0.856100436	0.856100436	0.686214815	0.686214815	0.686214815	0.686214815
91523	FAM113B|91523	0.166691904	0.166691904	0.166691904	0.166691904	-0.291838789	-0.291838789	-0.291838789	-0.291838789	-0.291838789	-0.291838789	-0.291838789	-0.291838789
91543	RSAD2|91543	-0.2484805	-0.2484805	-0.2484805	-0.2484805	-0.59354386	-0.59354386	-0.59354386	-0.59354386	-0.2484805	-0.2484805	-0.2484805	-0.2484805
91607	SLFN11|91607	0.245984501	0.245984501	0.245984501	0.245984501	-0.043427634	-0.043427634	-0.043427634	-0.043427634	0.245984501	0.245984501	0.245984501	0.245984501
91624	NEXN|91624	-0.603856878	-0.603856878	-0.603856878	-0.603856878	-0.862073706	-0.862073706	-0.862073706	-0.862073706	-0.603856878	-0.603856878	-0.603856878	-0.603856878
91768	CABLES1|91768	1.076198058	1.076198058	1.076198058	1.076198058	1.076198058	1.076198058	1.076198058	1.076198058	0.531718048	0.531718048	0.531718048	0.531718048
91828	C14orf73|91828	-1.133875438	-1.133875438	-1.133875438	-1.133875438	-1.684229136	-1.684229136	-1.684229136	-1.684229136	-1.684229136	-1.684229136	-1.684229136	-1.684229136
91937	TIMD4|91937	-1.063948557	-1.063948557	-1.063948557	-1.063948557	-1.604910876	-1.604910876	-1.604910876	-1.604910876	-1.604910876	-1.604910876	-1.604910876	-1.604910876
92241	RCSD1|92241	0.473717867	0.473717867	0.473717867	0.473717867	0.056946909	0.056946909	0.056946909	0.056946909	0.056946909	0.056946909	0.056946909	0.056946909
92359	CRB3|92359	-1.746580471	-1.746580471	-1.746580471	-1.746580471	-1.37219392	-1.37219392	-1.37219392	-1.37219392	-1.746580471	-1.746580471	-1.746580471	-1.746580471
92370	ACPL2|92370	0.091123915	0.091123915	0.091123915	0.091123915	0.091123915	0.091123915	0.091123915	0.091123915	0.394934	0.394934	0.394934	0.394934
92558	CCDC64|92558	-0.233094371	-0.233094371	-0.233094371	-0.233094371	-0.233094371	-0.233094371	-0.233094371	-0.233094371	-0.880204698	-0.880204698	-0.880204698	-0.880204698
92840	REEP6|92840	0.106549606	0.106549606	0.106549606	0.106549606	0.399022533	0.399022533	0.399022533	0.399022533	0.106549606	0.106549606	0.106549606	0.106549606
93099	DMKN|93099	-0.11505848	-0.11505848	-0.11505848	-0.11505848	0.620095792	0.620095792	0.620095792	0.620095792	-0.11505848	-0.11505848	-0.11505848	-0.11505848
93349	SP140L|93349	0.125263374	0.125263374	0.125263374	0.125263374	-0.125708075	-0.125708075	-0.125708075	-0.125708075	0.125263374	0.125263374	0.125263374	0.125263374
94015	TTYH2|94015	0.805415862	0.805415862	0.805415862	0.805415862	0.805415862	0.805415862	0.805415862	0.805415862	0.405874192	0.405874192	0.405874192	0.405874192
94120	SYTL3|94120	-0.176852846	-0.176852846	-0.176852846	-0.176852846	-0.465385741	-0.465385741	-0.465385741	-0.465385741	-0.465385741	-0.465385741	-0.465385741	-0.465385741
94122	SYTL5|94122	-1.008804873	-1.008804873	-1.008804873	-1.008804873	-1.008804873	-1.008804873	-1.008804873	-1.008804873	0.067443003	0.067443003	0.067443003	0.067443003
94234	FOXQ1|94234	-1.833842528	-1.833842528	-1.833842528	-1.833842528	-1.275132548	-1.275132548	-1.275132548	-1.275132548	-1.833842528	-1.833842528	-1.833842528	-1.833842528
94240	EPSTI1|94240	0.273632257	0.273632257	0.273632257	0.273632257	-0.1333606	-0.1333606	-0.1333606	-0.1333606	-0.1333606	-0.1333606	-0.1333606	-0.1333606
96610	LOC96610|96610	2.153384029	2.153384029	2.153384029	2.153384029	1.490390344	1.490390344	1.490390344	1.490390344	1.490390344	1.490390344	1.490390344	1.490390344
112724	RDH13|112724	0.055472161	0.055472161	0.055472161	0.055472161	0.219452342	0.219452342	0.219452342	0.219452342	0.055472161	0.055472161	0.055472161	0.055472161
113540	CMTM1|113540	-0.338677856	-0.338677856	-0.338677856	-0.338677856	-0.338677856	-0.338677856	-0.338677856	-0.338677856	-0.056500956	-0.056500956	-0.056500956	-0.056500956
113612	CYP2U1|113612	0.424837468	0.424837468	0.424837468	0.424837468	0.424837468	0.424837468	0.424837468	0.424837468	0.073710967	0.073710967	0.073710967	0.073710967
113730	KLHDC7B|113730	-0.230097809	-0.230097809	-0.230097809	-0.230097809	-0.66226732	-0.66226732	-0.66226732	-0.66226732	-0.66226732	-0.66226732	-0.66226732	-0.66226732
113791	PIK3IP1|113791	0.272155866	0.272155866	0.272155866	0.272155866	0.272155866	0.272155866	0.272155866	0.272155866	-0.009540176	-0.009540176	-0.009540176	-0.009540176
114088	TRIM9|114088	0.20235309	0.20235309	0.20235309	0.20235309	0.20235309	0.20235309	0.20235309	0.20235309	0.664760178	0.664760178	0.664760178	0.664760178
114132	SIGLEC11|114132	-1.227198232	-1.227198232	-1.227198232	-1.227198232	-1.593274414	-1.593274414	-1.593274414	-1.593274414	-1.227198232	-1.227198232	-1.227198232	-1.227198232
114294	LACTB|114294	0.260931354	0.260931354	0.260931354	0.260931354	0.260931354	0.260931354	0.260931354	0.260931354	0.049516404	0.049516404	0.049516404	0.049516404
114548	NLRP3|114548	-0.531795541	-0.531795541	-0.531795541	-0.531795541	-0.772600008	-0.772600008	-0.772600008	-0.772600008	-0.531795541	-0.531795541	-0.531795541	-0.531795541
114569	MAL2|114569	-1.232020815	-1.232020815	-1.232020815	-1.232020815	-0.615624996	-0.615624996	-0.615624996	-0.615624996	-1.232020815	-1.232020815	-1.232020815	-1.232020815
114614	MIR155HG|114614	-0.98623443	-0.98623443	-0.98623443	-0.98623443	-1.357572084	-1.357572084	-1.357572084	-1.357572084	-0.98623443	-0.98623443	-0.98623443	-0.98623443
114801	TMEM200A|114801	-0.71822181	-0.71822181	-0.71822181	-0.71822181	-1.025478229	-1.025478229	-1.025478229	-1.025478229	-0.71822181	-0.71822181	-0.71822181	-0.71822181
114836	SLAMF6|114836	0.219341847	0.219341847	0.219341847	0.219341847	-0.458763512	-0.458763512	-0.458763512	-0.458763512	-0.458763512	-0.458763512	-0.458763512	-0.458763512
114899	C1QTNF3|114899	-0.099696607	-0.099696607	-0.099696607	-0.099696607	-0.099696607	-0.099696607	-0.099696607	-0.099696607	1.009986627	1.009986627	1.009986627	1.009986627
115004	C6orf150|115004	-0.582620044	-0.582620044	-0.582620044	-0.582620044	-0.860831066	-0.860831066	-0.860831066	-0.860831066	-0.582620044	-0.582620044	-0.582620044	-0.582620044
115110	LOC115110|115110	0.018220457	0.018220457	0.018220457	0.018220457	0.018220457	0.018220457	0.018220457	0.018220457	-0.402785159	-0.402785159	-0.402785159	-0.402785159
115207	KCTD12|115207	0.868545844	0.868545844	0.868545844	0.868545844	0.635575137	0.635575137	0.635575137	0.635575137	0.868545844	0.868545844	0.868545844	0.868545844
115350	FCRL1|115350	-0.924984118	-0.924984118	-0.924984118	-0.924984118	-1.560758654	-1.560758654	-1.560758654	-1.560758654	-1.560758654	-1.560758654	-1.560758654	-1.560758654
115352	FCRL3|115352	-0.260738406	-0.260738406	-0.260738406	-0.260738406	-1.074596814	-1.074596814	-1.074596814	-1.074596814	-1.074596814	-1.074596814	-1.074596814	-1.074596814
115361	GBP4|115361	1.082575635	1.082575635	1.082575635	1.082575635	0.548539442	0.548539442	0.548539442	0.548539442	0.548539442	0.548539442	0.548539442	0.548539442
115362	GBP5|115362	0.770087747	0.770087747	0.770087747	0.770087747	0.099311535	0.099311535	0.099311535	0.099311535	0.099311535	0.099311535	0.099311535	0.099311535
115761	ARL11|115761	-0.475167214	-0.475167214	-0.475167214	-0.475167214	-0.809491868	-0.809491868	-0.809491868	-0.809491868	-0.809491868	-0.809491868	-0.809491868	-0.809491868
116443	GRIN3A|116443	-0.964461058	-0.964461058	-0.964461058	-0.964461058	-1.204345426	-1.204345426	-1.204345426	-1.204345426	-0.964461058	-0.964461058	-0.964461058	-0.964461058
116986	AGAP2|116986	-0.251383205	-0.251383205	-0.251383205	-0.251383205	-0.531466157	-0.531466157	-0.531466157	-0.531466157	-0.251383205	-0.251383205	-0.251383205	-0.251383205
117289	TAGAP|117289	0.247725364	0.247725364	0.247725364	0.247725364	-0.26267905	-0.26267905	-0.26267905	-0.26267905	-0.26267905	-0.26267905	-0.26267905	-0.26267905
118429	ANTXR2|118429	0.311628949	0.311628949	0.311628949	0.311628949	0.071410515	0.071410515	0.071410515	0.071410515	0.311628949	0.311628949	0.311628949	0.311628949
118788	PIK3AP1|118788	0.615470189	0.615470189	0.615470189	0.615470189	0.223028946	0.223028946	0.223028946	0.223028946	0.223028946	0.223028946	0.223028946	0.223028946
119548	PNLIPRP3|119548	-1.333504806	-1.333504806	-1.333504806	-1.333504806	-0.83977227	-0.83977227	-0.83977227	-0.83977227	-1.333504806	-1.333504806	-1.333504806	-1.333504806
120224	TMEM45B|120224	-1.815209948	-1.815209948	-1.815209948	-1.815209948	-1.245342069	-1.245342069	-1.245342069	-1.245342069	-1.815209948	-1.815209948	-1.815209948	-1.815209948
120425	AMICA1|120425	0.251969121	0.251969121	0.251969121	0.251969121	-0.143590494	-0.143590494	-0.143590494	-0.143590494	-0.143590494	-0.143590494	-0.143590494	-0.143590494
122416	ANKRD9|122416	-0.254490151	-0.254490151	-0.254490151	-0.254490151	0.009618024	0.009618024	0.009618024	0.009618024	-0.254490151	-0.254490151	-0.254490151	-0.254490151
122618	PLD4|122618	-0.248835669	-0.248835669	-0.248835669	-0.248835669	-0.758561562	-0.758561562	-0.758561562	-0.758561562	-0.758561562	-0.758561562	-0.758561562	-0.758561562
124402	FAM100A|124402	0.402592568	0.402592568	0.402592568	0.402592568	0.553856978	0.553856978	0.553856978	0.553856978	0.402592568	0.402592568	0.402592568	0.402592568
124460	SNX20|124460	-0.15058545	-0.15058545	-0.15058545	-0.15058545	-0.669286295	-0.669286295	-0.669286295	-0.669286295	-0.669286295	-0.669286295	-0.669286295	-0.669286295
124535	HSF5|124535	-1.689061561	-1.689061561	-1.689061561	-1.689061561	-2.019473164	-2.019473164	-2.019473164	-2.019473164	-2.019473164	-2.019473164	-2.019473164	-2.019473164
124739	USP43|124739	-1.406202432	-1.406202432	-1.406202432	-1.406202432	-0.983062987	-0.983062987	-0.983062987	-0.983062987	-1.406202432	-1.406202432	-1.406202432	-1.406202432
125058	TBC1D16|125058	0.981724002	0.981724002	0.981724002	0.981724002	1.222268514	1.222268514	1.222268514	1.222268514	0.981724002	0.981724002	0.981724002	0.981724002
125206	SLC5A10|125206	-1.267364924	-1.267364924	-1.267364924	-1.267364924	-0.744617685	-0.744617685	-0.744617685	-0.744617685	-1.267364924	-1.267364924	-1.267364924	-1.267364924
125704	FAM69C|125704	-0.433773432	-0.433773432	-0.433773432	-0.433773432	0.18193258	0.18193258	0.18193258	0.18193258	-0.433773432	-0.433773432	-0.433773432	-0.433773432
126074	C19orf39|126074	-0.404415763	-0.404415763	-0.404415763	-0.404415763	-0.249102999	-0.249102999	-0.249102999	-0.249102999	-0.404415763	-0.404415763	-0.404415763	-0.404415763
126321	C19orf28|126321	1.492670841	1.492670841	1.492670841	1.492670841	1.492670841	1.492670841	1.492670841	1.492670841	1.106529573	1.106529573	1.106529573	1.106529573
126364	LRRC25|126364	-0.116277632	-0.116277632	-0.116277632	-0.116277632	-0.355333086	-0.355333086	-0.355333086	-0.355333086	-0.116277632	-0.116277632	-0.116277632	-0.116277632
127262	TPRG1L|127262	0.79334659	0.79334659	0.79334659	0.79334659	0.79334659	0.79334659	0.79334659	0.79334659	0.644319864	0.644319864	0.644319864	0.644319864
127544	RNF19B|127544	0.73781936	0.73781936	0.73781936	0.73781936	0.73781936	0.73781936	0.73781936	0.73781936	0.553374637	0.553374637	0.553374637	0.553374637
128553	TSHZ2|128553	-0.89153127	-0.89153127	-0.89153127	-0.89153127	-1.184847893	-1.184847893	-1.184847893	-1.184847893	-0.89153127	-0.89153127	-0.89153127	-0.89153127
128611	ZNF831|128611	-0.265291064	-0.265291064	-0.265291064	-0.265291064	-0.840773326	-0.840773326	-0.840773326	-0.840773326	-0.840773326	-0.840773326	-0.840773326	-0.840773326
130026	ICA1L|130026	-0.642278467	-0.642278467	-0.642278467	-0.642278467	-0.642278467	-0.642278467	-0.642278467	-0.642278467	-0.370687895	-0.370687895	-0.370687895	-0.370687895
131450	CD200R1|131450	-0.711746866	-0.711746866	-0.711746866	-0.711746866	-1.072637898	-1.072637898	-1.072637898	-1.072637898	-1.072637898	-1.072637898	-1.072637898	-1.072637898
132332	TMEM155|132332	-1.192276415	-1.192276415	-1.192276415	-1.192276415	-1.650362099	-1.650362099	-1.650362099	-1.650362099	-1.650362099	-1.650362099	-1.650362099	-1.650362099
133418	EMB|133418	0.064304951	0.064304951	0.064304951	0.064304951	-0.301901286	-0.301901286	-0.301901286	-0.301901286	0.064304951	0.064304951	0.064304951	0.064304951
139716	GAB3|139716	-0.188381271	-0.188381271	-0.188381271	-0.188381271	-0.481894509	-0.481894509	-0.481894509	-0.481894509	-0.481894509	-0.481894509	-0.481894509	-0.481894509
139818	DOCK11|139818	0.13612085	0.13612085	0.13612085	0.13612085	-0.188762789	-0.188762789	-0.188762789	-0.188762789	0.13612085	0.13612085	0.13612085	0.13612085
140564	APOBEC3D|140564	-0.240008939	-0.240008939	-0.240008939	-0.240008939	-0.509462218	-0.509462218	-0.509462218	-0.509462218	-0.240008939	-0.240008939	-0.240008939	-0.240008939
140711	C20orf118|140711	-1.287512906	-1.287512906	-1.287512906	-1.287512906	-1.503475409	-1.503475409	-1.503475409	-1.503475409	-1.287512906	-1.287512906	-1.287512906	-1.287512906
140885	SIRPA|140885	1.36115757	1.36115757	1.36115757	1.36115757	1.36115757	1.36115757	1.36115757	1.36115757	1.043492863	1.043492863	1.043492863	1.043492863
140947	C5orf20|140947	-0.486814809	-0.486814809	-0.486814809	-0.486814809	-1.04324785	-1.04324785	-1.04324785	-1.04324785	-1.04324785	-1.04324785	-1.04324785	-1.04324785
143689	PIWIL4|143689	-0.994572779	-0.994572779	-0.994572779	-0.994572779	-1.25055931	-1.25055931	-1.25055931	-1.25055931	-0.994572779	-0.994572779	-0.994572779	-0.994572779
144110	TMEM86A|144110	0.23278624	0.23278624	0.23278624	0.23278624	0.23278624	0.23278624	0.23278624	0.23278624	-0.017256069	-0.017256069	-0.017256069	-0.017256069
144568	A2ML1|144568	-1.56697346	-1.56697346	-1.56697346	-1.56697346	-0.724656128	-0.724656128	-0.724656128	-0.724656128	-1.56697346	-1.56697346	-1.56697346	-1.56697346
146206	RLTPR|146206	-0.122477768	-0.122477768	-0.122477768	-0.122477768	-0.675183426	-0.675183426	-0.675183426	-0.675183426	-0.675183426	-0.675183426	-0.675183426	-0.675183426
146439	CCDC64B|146439	-1.74206161	-1.74206161	-1.74206161	-1.74206161	-1.194143568	-1.194143568	-1.194143568	-1.194143568	-1.74206161	-1.74206161	-1.74206161	-1.74206161
